Weekipedia_ID,Freebase_ID,Name,Release_date,Revenue,Runtime,Language,Countries,Genres,Release_year,Language_clean,Genres_clean,Countries_clean
6845157,/m/0gs7wq,Starship Troopers 3: Marauder,2008-07-19,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",2008.0,['English'],"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Action/Adventure', 'Action']","['United States of America', 'South Africa', 'Germany']"
4496097,/m/0c5jlb,The Calling,2002-01-15,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2002.0,['English'],"['Thriller', 'Horror', 'Supernatural']","['United States of America', 'Germany']"
10183854,/m/02q4gzf,Head of the Family,1996-11-29,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/05p553"": ""Comedy film"", ""/m/0qdzd"": ""B-movie""}",1996.0,['English'],"['Horror', 'Comedy film', 'B-movie']",['United States of America']
23620486,/m/06znbkp,Under The Mountain,2009-07,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0ctw_b"": ""New Zealand""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hh_j8m"": ""Mythological Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",2009.0,['English'],"['Science Fiction', 'Horror', 'Adventure', 'World cinema', 'Fantasy', 'Mythological Fantasy', 'Film adaptation', 'Drama', 'Family Film']",['New Zealand']
33475705,/m/0h94pjk,Umbrage,,,90.0,{},{},"{""/m/03npn"": ""Horror""}",,[],['Horror'],[]
3305282,/m/094kgx,Phantasm IV: OblIVion,1998,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",1998.0,['English'],"['Zombie Film', 'Horror', 'Supernatural']",['United States of America']
5698193,/m/0d_r0v,Claustrophobia,2003,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2003.0,['English'],"['Horror', 'Slasher']",['United States of America']
9369028,/m/02866qn,Reverb,2007-02-10,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",2007.0,['English'],['Horror'],['United Kingdom']
5649185,/m/0dy50j,The Breed,2001-07-19,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2001.0,['English'],['Horror'],['United States of America']
6044779,/m/0fm7l2,Children of the Corn V: Fields of Terror,1998-06-21,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",1998.0,['English'],"['Cult', 'Horror', 'Supernatural']",['United States of America']
13617056,/m/03cbzb_,Horror House on Highway Five,1985,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0219x_"": ""Indie""}",1985.0,['English'],"['B-movie', 'Horror', 'Slasher', 'Indie']",['United States of America']
36147846,/m/0fq6f4x,Babycall,2011-10-07,,96.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/05f_3"": ""Norwegian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0345h"": ""Germany"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",2011.0,"['Swedish', 'Norwegian', 'English']","['Thriller', 'Horror']","['Germany', 'Sweden', 'Norway']"
11669338,/m/02rncrw,Grim Reaper,2005,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",2005.0,['English'],"['B-movie', 'Horror']",['United States of America']
4333681,/m/0bxnsk,A Bucket of Blood,1959-10-21,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0qdzd"": ""B-movie"", ""/m/06nbt"": ""Satire"", ""/m/03npn"": ""Horror"", ""/m/05p553"": ""Comedy film""}",1959.0,['English'],"['Black comedy', 'B-movie', 'Satire', 'Horror', 'Comedy film']",['United States of America']
11681963,/m/02rntg2,Webs,2003-06-28,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/015w9s"": ""Television movie""}",2003.0,['English'],"['Science Fiction', 'Horror', 'Sci-Fi Horror', 'Television movie']",['United States of America']
15599485,/m/03mh1kt,Claws for Alarm,,,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",,[],"['Short Film', 'Family Film', 'Horror', 'Comedy', 'Animation']",['United States of America']
14708426,/m/03gtwm2,Under the Raven's Wing,2007-10-26,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",2007.0,['English'],"['Horror', 'Psychological thriller']",['United States of America']
16794053,/m/0406c9s,Quarantine,2008-10-10,41319906.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02n4kr"": ""Mystery"", ""/m/01drsx"": ""Disaster""}",2008.0,['English'],"['Thriller', 'Science Fiction', 'Horror', 'Zombie Film', 'Mystery', 'Disaster']",['United States of America']
28250514,/m/0cnyt55,Army of the Dead,,,,{},{},"{""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",,[],"['Action', 'Horror']",[]
34730898,/m/0j3ddgy,Tokyo Species,2012-02-03,,70.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03npn"": ""Horror""}",2012.0,['Japanese'],['Horror'],['Japan']
20357059,/m/04zxdrq,And Now the Screaming Starts!,1973-04-27,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/03npn"": ""Horror""}",1973.0,['English'],"['Thriller', 'Gothic Film', 'Horror']",['United Kingdom']
11584574,/m/02rk603,Acacia,2003-10-17,,103.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2003.0,['Korean'],"['Horror', 'World cinema']",['South Korea']
25491,/m/06cgf,The Rocky Horror Picture Show,1975-08-14,175000000.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/01q03"": ""Cult"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",1975.0,['English'],"['Parody', 'Sex comedy', 'Horror', 'Science Fiction', 'Cult', 'Musical', 'Comedy', 'Horror Comedy']","['United States of America', 'United Kingdom']"
308930,/m/01sxpw,The Phantom of the Opera,1925-09-06,2000000.0,106.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America"", ""/m/02jx1"": ""England""}","{""/m/03npn"": ""Horror"", ""/m/06ppq"": ""Silent film"", ""/m/07s9rl0"": ""Drama""}",1925.0,"['Silent film', 'English', 'American English']","['Horror', 'Silent film', 'Drama']","['United States of America', 'England']"
13899957,/m/03cmmmp,Conquest,1983,,93.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/0b90_r"": ""Mexico"", ""/m/06mkj"": ""Spain"", ""/m/03rjj"": ""Italy""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0dz8b"": ""Sword and sorcery""}",1983.0,['Italian'],"['Science Fiction', 'Horror', 'Adventure', 'World cinema', 'Supernatural', 'Action/Adventure', 'Fantasy', 'Sword and sorcery']","['Mexico', 'Spain', 'Italy']"
29386520,/m/0b44dgk,The Terror,1928,,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",1928.0,[],"['Mystery', 'Horror']",['United States of America']
12565687,/m/02ww2tl,Watchers Reborn,1998,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",1998.0,['English'],"['Crime Fiction', 'Science Fiction', 'Action', 'Horror']",['United States of America']
623593,/m/02xstw,Jesus Christ Vampire Hunter,2002-01-15,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0hn10"": ""LGBT"", ""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/0220p9g"": ""Musical comedy"", ""/m/01q03"": ""Cult"", ""/m/04t36"": ""Musical"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",2002.0,['English'],"['LGBT', 'Parody', 'Horror', 'Musical comedy', 'Cult', 'Musical', 'Satire', 'Comedy', 'Horror Comedy']",['Canada']
13904879,/m/03cmtw6,Vindication,2008,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01zxzp"": ""Psychological horror""}",2008.0,['English'],"['Horror', 'Psychological thriller', 'Psychological horror']",['United States of America']
31188818,/m/0crs0gj,Rokkk,2010,,115.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",2010.0,['Hindi'],"['Thriller', 'Horror', 'Bollywood', 'World cinema']",['India']
27421749,/m/0b__ln2,Curse of the Black Widow,1977,,100.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",1977.0,[],"['Crime Fiction', 'Mystery', 'Horror']",['United States of America']
3909547,/m/0b6blk,Infection,2004,,96.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2004.0,['Japanese'],"['Natural horror films', 'Japanese Movies', 'Horror', 'World cinema']",['Japan']
16185563,/m/03wc81h,Zombie Nation,2004-10-05,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3m_q"": ""Creature Film""}",2004.0,['English'],"['Zombie Film', 'Horror', 'Indie', 'Teen', 'Creature Film']",['United States of America']
11260507,/m/02r5fd3,Zibahkhana,2007-03-31,,77.0,"{""/m/02hxcvy"": ""Urdu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom"", ""/m/05sb1"": ""Pakistan""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2007.0,"['Urdu', 'English']","['Horror', 'Slasher']","['United Kingdom', 'Pakistan']"
8323564,/m/026_dzv,The Asphyx,1973,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01hmnh"": ""Fantasy"", ""/m/0fdjb"": ""Supernatural"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",1973.0,['English'],"['Fantasy', 'Supernatural', 'Horror', 'Costume Horror']",['United Kingdom']
2259688,/m/06zy_z,Maniac Cop 2,1990,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",1990.0,['English'],"['Thriller', 'Horror', 'Indie', 'Crime Thriller', 'Action', 'Slasher']",['United States of America']
19671715,/m/04n4s21,Heart of Midnight,1988-11-10,113000.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",1988.0,['English'],"['Thriller', 'Horror', 'Psychological thriller']",['United States of America']
29446187,/m/0ds263m,Resurrecting: The Street Walker,2009,,80.0,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",2009.0,[],['Horror'],['United Kingdom']
5124993,/m/0d3vc0,Incident On and Off a Mountain Road,2005,,51.0,{},{},"{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/015w9s"": ""Television movie""}",2005.0,[],"['Cult', 'Horror', 'Slasher', 'Television movie']",[]
2328364,/m/0743ql,Friday the 13th: A New Beginning,1985-03-22,21930418.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1985.0,['English'],"['Cult', 'Horror', 'Slasher', 'Teen']",['United States of America']
13252654,/m/03b_dtr,Ghost Ship,1952,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0fdjb"": ""Supernatural""}",1952.0,['English'],"['Thriller', 'Horror', 'Black-and-white', 'Supernatural']",['United Kingdom']
25500789,/m/09rvrqy,The Beast,2009,,,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/03npn"": ""Horror""}",2009.0,['French'],['Horror'],['France']
14662019,/m/03gs814,Mindwarp,1992,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",1992.0,['English'],"['Thriller', 'Science Fiction', 'Action', 'Horror']",['United States of America']
9757243,/m/02pr7rn,Zombies on Broadway,1945,,68.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",1945.0,['English'],"['Zombie Film', 'Horror', 'Comedy', 'Horror Comedy']",['United States of America']
24336742,/m/07s5cn7,Son of Ingagi,1940,,61.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1940.0,[],['Horror'],['United States of America']
8693356,/m/027f6bh,Lust at First Bite,1978,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02nxfrh"": ""Adult"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",1978.0,['English'],"['Adult', 'Horror', 'Comedy', 'Erotica', 'Pornographic movie']",['United States of America']
33361939,/m/0h7pw9x,Set Up,,,95.0,"{""/m/0459q4"": ""Standard Cantonese""}",{},"{""/m/03npn"": ""Horror""}",,['Standard Cantonese'],['Horror'],[]
142588,/m/011zms,Dead Alive,1993-02-12,1870578.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0ctw_b"": ""New Zealand""}","{""/m/03npn"": ""Horror"", ""/m/06qln"": ""Stop motion"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01z4y"": ""Comedy"", ""/m/02vn3k"": ""Splatter film"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",1993.0,['English'],"['Horror', 'Stop motion', 'Creature Film', 'Comedy', 'Splatter film', 'Zombie Film', 'Black comedy', 'Horror Comedy']",['New Zealand']
9307052,/m/0283wdn,Bhool Bhulaiyaa,2007-10-12,,159.0,"{""/m/03k50"": ""Hindi Language"", ""/m/01c7y"": ""Bengali Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",2007.0,"['Hindi', 'Bengali']","['Thriller', 'Mystery', 'Horror', 'Comedy']",['India']
8114429,/m/026s16v,The Sadist,1963,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1963.0,['English'],"['Thriller', 'B-movie', 'Indie', 'Psychological thriller', 'Black-and-white', 'Horror', 'Slasher']",['United States of America']
5138762,/m/0d4jp6,Battlefield Baseball,2003-07-19,,87.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0220p9g"": ""Musical comedy"", ""/m/01z02hx"": ""Sports"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3n7f"": ""Horror Comedy""}",2003.0,['Japanese'],"['Horror', 'World cinema', 'Musical comedy', 'Sports', 'Martial Arts Film', 'Comedy', 'Japanese Movies', 'Horror Comedy']",['Japan']
11957889,/m/02rzm9y,The Ghost Inside,,,100.0,"{""/m/01r2l"": ""Chinese language""}","{""/m/0d05w3"": ""China""}","{""/m/03npn"": ""Horror"", ""/m/0gw5qqq"": ""Chinese Movies""}",,['Chinese language'],"['Horror', 'Chinese Movies']",['China']
8531241,/m/0276vdh,Lair of the White Worm,1988-09-14,1189315.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",1988.0,['English'],"['Cult', 'Horror', 'Comedy']",['United Kingdom']
6058130,/m/0fmz5x,The Fan,1981-05-15,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense""}",1981.0,['English'],"['Thriller', 'Crime Fiction', 'Horror', 'Mystery', 'Drama', 'Suspense']",['United States of America']
13301546,/m/03c13sj,Grizzly Rage,2007,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen""}",2007.0,['English'],"['Thriller', 'Natural horror films', 'Action', 'Horror', 'Teen']",['Canada']
20344476,/m/0djb5zy,Tomie: Revenge,2005,,72.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2005.0,['Japanese'],"['Japanese Movies', 'Horror', 'World cinema']",['Japan']
35876700,/m/0h4ydk4,Nightmares,1980-10-30,168000.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1980.0,['English'],"['Thriller', 'Horror']",['Australia']
12966593,/m/02z1nrj,A Shriek in the Night,1933-07-22,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/0c3351"": ""Suspense""}",1933.0,['English'],"['Thriller', 'Horror', 'Psychological thriller', 'Black-and-white', 'Action/Adventure', 'Mystery', 'Comedy', 'Suspense']",['United States of America']
1953082,/m/068k22,The Wraith,1986-11-21,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0ltv"": ""Auto racing""}",1986.0,['English'],"['Thriller', 'Science Fiction', 'Horror', 'Supernatural', 'Action/Adventure', 'Action', 'Auto racing']",['United States of America']
8788175,/m/027js6x,Dracula,2002-05-29,,110.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/0345h"": ""Germany""}","{""/m/03npn"": ""Horror""}",2002.0,"['Italian', 'English']",['Horror'],"['Italy', 'Germany']"
9100609,/m/027xnwk,Bite Me - Chameleon,2004,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",2004.0,['English'],"['B-movie', 'Horror', 'Comedy']",['United States of America']
8069903,/m/026qc5f,The Hitcher,2007-01-19,25399945.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",2007.0,['English'],"['Thriller', 'Horror', 'Cult', 'Drama', 'Action', 'Slasher', 'Teen']",['United States of America']
2899085,/m/08b370,The Atomic Space Bug,1999-07-14,,60.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",1999.0,['English'],"['Science Fiction', 'Horror', 'Black-and-white']",['United States of America']
19708435,/m/04m_j85,"Goke, Body Snatcher from Hell",1968-08-14,,84.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1968.0,"['Japanese', 'English']","['Science Fiction', 'Horror']",['Japan']
6562375,/m/0gbqk2,Amityville 3-D,1983,6333135.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0hj3n5l"": ""Haunted House Film"", ""/m/0fdjb"": ""Supernatural""}",1983.0,['English'],"['Cult', 'Horror', 'Haunted House Film', 'Supernatural']",['United States of America']
18292721,/m/04cxh40,Sex and Blood in the Trail of the Treasure,1972-03-20,,85.0,"{""/m/05zjd"": ""Portuguese Language""}","{""/m/015fr"": ""Brazil""}","{""/m/03npn"": ""Horror""}",1972.0,['Portuguese'],['Horror'],['Brazil']
26159909,/m/0b77vkz,Haunted,2007-11-16,2170188.0,90.0,{},{},"{""/m/03npn"": ""Horror""}",2007.0,[],['Horror'],[]
13393993,/m/03c3whj,Night Screams,1982,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1982.0,['English'],"['Horror', 'Slasher']",['United States of America']
2894585,/m/089sb_,Dead Birds,2005-03-15,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2005.0,['English'],['Horror'],['United States of America']
28839700,/m/0dd8h6g,The Hound of the Baskervilles,1937-01-12,,82.0,"{""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror""}",1937.0,['German'],"['Crime Fiction', 'Drama', 'Horror']",['Germany']
5699157,/m/0d_tdr,October Moon,2005-09-29,,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed""}",2005.0,['English'],"['LGBT', 'Horror', 'Indie', 'Psychological thriller', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed']",['United States of America']
